step,agent,post,peers,perspective,tokens,polarity,salience
6,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[6, 7, 8]","[(5, 6), (5, 7), (5, 8), (3, 6), (0, 0)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.48750126821561274,4.47519757177134
6,7,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[6, 7, 8]","[(5, 6), (5, 7), (5, 8), (4, 7), (3, 7), (2, 7), (1, 7), (0, 2), (0, 4), (0, 8), (0, 9)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4813906649112587,6.187348405264029
6,8,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[6, 7, 8]","[(5, 6), (5, 7), (5, 8), (4, 8), (3, 8), (2, 8), (0, 5), (0, 9)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.49797011047923195,5.996293519649235
6,9,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to vote.""}",[9],"[(5, 9), (4, 0), (4, 9), (3, 9), (0, 0), (0, 1), (0, 2), (0, 3), (0, 9)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 3015, 13]",0.4749160219753063,6.243205835984262
7,0,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}","[0, 4, 6]","[(6, 0), (6, 4), (6, 6), (5, 0), (5, 1), (4, 0), (3, 7), (2, 1), (1, 0), (0, 6), (0, 7)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.5042513088519662,4.102742306478327
7,1,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}","[1, 8]","[(6, 1), (6, 8), (5, 0), (5, 1), (4, 1), (2, 0)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.48511386596708284,3.9266790185900584
7,2,"{'text': ""If we're going to make voting compulsory, we should make it compulsory for all citizens.""}",[2],"[(6, 2), (4, 2), (4, 5)]","[1532, 356, 821, 1016, 284, 787, 6709, 31967, 11, 356, 815, 787, 340, 31967, 329, 477, 4290, 13]",0.47784376989262395,4.787210647917524
7,3,"{'text': 'If you want to make voting compulsory, you should make it compulsory for everyone, not just those who can afford to pay for it.'}",[3],"[(6, 3), (5, 3), (4, 3), (3, 3), (0, 8)]","[1532, 345, 765, 284, 787, 6709, 31967, 11, 345, 815, 787, 340, 31967, 329, 2506, 11, 407, 655, 883, 508, 460, 5368, 284, 1414, 329, 340, 13]",0.5354857027333283,7.830969968013662
7,4,"{'text': ""If you don't like it, don't vote for it.""}","[0, 4, 6]","[(6, 0), (6, 4), (6, 6), (3, 4), (1, 5), (0, 9)]","[1532, 345, 836, 470, 588, 340, 11, 836, 470, 3015, 329, 340, 13]",0.510648285320045,5.0066046641323005
7,5,"{'text': 'If we are going to make voting compulsory, then we should make it compulsory for all citizens.'}","[5, 7]","[(6, 5), (6, 7), (5, 5), (4, 2), (4, 5), (2, 7), (1, 4), (0, 1), (0, 2)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 788, 356, 815, 787, 340, 31967, 329, 477, 4290, 13]",0.4705723918907582,4.269254351644619
7,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[0, 4, 6]","[(6, 0), (6, 4), (6, 6), (5, 6), (5, 7), (5, 8), (3, 6), (0, 0)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.5011394070690616,4.039324171545051
7,7,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[5, 7]","[(6, 5), (6, 7), (5, 6), (5, 7), (5, 8), (4, 7), (3, 7), (2, 7), (1, 7), (0, 8), (0, 9)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.48179191648505937,5.007780551811157
7,8,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[1, 8]","[(6, 1), (6, 8), (5, 7), (5, 8), (4, 8), (3, 8), (2, 8), (0, 9)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.46433864797154367,4.288106466692374
7,9,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to vote.""}",[9],"[(6, 9), (5, 9), (4, 0), (4, 9), (3, 9), (0, 0), (0, 1), (0, 2), (0, 3), (0, 9)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 3015, 13]",0.47694807089324864,6.2795217880461305
8,0,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}",[0],"[(7, 0), (6, 0), (6, 4), (5, 0), (5, 1), (1, 0), (0, 6), (0, 7)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.5120698254873318,3.9527813150258426
8,1,"{'text': ""I think that if we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}",[1],"[(7, 1), (6, 1), (6, 8), (5, 0), (2, 0)]","[40, 892, 326, 611, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.48254031439787903,3.852009123029696
8,2,"{'text': ""If we're going to make voting compulsory, we should make it compulsory for all citizens.""}","[2, 9]","[(7, 2), (7, 9), (6, 2), (4, 5)]","[1532, 356, 821, 1016, 284, 787, 6709, 31967, 11, 356, 815, 787, 340, 31967, 329, 477, 4290, 13]",0.4542613722494125,4.597403046540901
8,3,"{'text': 'If you want to make voting compulsory, you should make it compulsory for everyone, not just those who can afford to pay for it.'}",[3],"[(7, 3), (6, 3), (5, 3), (4, 3), (3, 3)]","[1532, 345, 765, 284, 787, 6709, 31967, 11, 345, 815, 787, 340, 31967, 329, 2506, 11, 407, 655, 883, 508, 460, 5368, 284, 1414, 329, 340, 13]",0.46934301218790203,4.505672873120306
8,4,"{'text': ""If we are going to make voting compulsory, let's make sure that it is not a one-way street.""}",[4],"[(7, 4), (6, 0), (6, 4), (6, 6), (3, 4)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.5035079434445451,4.499057797240243
8,5,"{'text': ""If you're not interested in politics, why should you vote?""}",[5],"[(7, 5), (6, 5), (6, 7), (5, 5), (4, 2), (0, 1)]","[1532, 345, 821, 407, 4609, 287, 4819, 11, 1521, 815, 345, 3015, 30]",0.5093171708450016,6.998162230300968
8,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[6],"[(7, 6), (6, 0), (6, 4), (6, 6), (5, 6), (5, 7), (3, 6)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.5015444606992163,4.1936975032651915
8,7,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[7],"[(7, 7), (6, 5), (6, 7), (5, 6), (5, 7), (3, 7), (2, 7)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.47289668167691873,3.7654615646833807
8,8,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[8],"[(7, 8), (6, 1), (6, 8), (5, 7), (5, 8), (4, 8), (2, 8)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.48618465796456045,4.293430624164488
8,9,"{'text': ""The idea of compulsory voting is a good one, but it needs to be done in a way that doesn't infringe on the right to vote.""}","[2, 9]","[(7, 2), (7, 9), (6, 9), (5, 9), (4, 9), (3, 9), (0, 0), (0, 1)]","[464, 2126, 286, 31967, 6709, 318, 257, 922, 530, 11, 475, 340, 2476, 284, 307, 1760, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 3015, 13]",0.5157687324259745,7.582537334948324
9,0,"{'text': ""If you're going to make voting compulsory, you should do it in a way that doesn't infringe on the right to abstain from voting.""}",[0],"[(8, 0), (7, 0), (6, 4), (5, 1), (0, 6)]","[1532, 345, 821, 1016, 284, 787, 6709, 31967, 11, 345, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.4944666246698233,4.393649510496367
9,1,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[1],"[(8, 1), (7, 1), (6, 8), (5, 0)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.45872455861120226,3.844820172148869
9,2,"{'text': ""If we're going to make voting compulsory, we should make it compulsory for all citizens.""}",[2],"[(8, 2), (7, 2), (7, 9), (6, 2)]","[1532, 356, 821, 1016, 284, 787, 6709, 31967, 11, 356, 815, 787, 340, 31967, 329, 477, 4290, 13]",0.4534409798535277,4.49191704769948
9,3,"{'text': ""It's a good idea to make voting compulsory for everyone, not just those who can afford to pay for it.""}",[3],"[(8, 3), (7, 3), (6, 3), (4, 3)]","[1026, 338, 257, 922, 2126, 284, 787, 6709, 31967, 329, 2506, 11, 407, 655, 883, 508, 460, 5368, 284, 1414, 329, 340, 13]",0.46882466160290887,4.419033604672494
9,4,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[4, 6]","[(8, 4), (8, 6), (7, 4), (6, 0), (6, 4), (6, 6), (3, 4)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.5059681962076245,4.179611720790998
9,5,"{'text': ""If you're not interested in politics, why should you vote?""}",[5],"[(8, 5), (7, 5), (6, 7), (5, 5), (4, 2)]","[1532, 345, 821, 407, 4609, 287, 4819, 11, 1521, 815, 345, 3015, 30]",0.4966492523908109,4.924855043960034
9,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[4, 6]","[(8, 4), (8, 6), (7, 6), (6, 0), (6, 4), (5, 6)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.5082108148503527,4.00710289639174
9,7,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[7],"[(8, 7), (7, 7), (6, 7), (5, 7)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4805316208666167,5.098154378271689
9,8,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[8],"[(8, 8), (7, 8), (6, 1), (6, 8), (5, 7), (5, 8)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.47839852991358817,3.5511686454127185
9,9,"{'text': 'If you want to increase the number of people who participate in politics, you need to make voting compulsory.'}",[9],"[(8, 9), (7, 2), (7, 9), (6, 9), (5, 9), (4, 9)]","[1532, 345, 765, 284, 2620, 262, 1271, 286, 661, 508, 8277, 287, 4819, 11, 345, 761, 284, 787, 6709, 31967, 13]",0.4523426325130356,3.8335735640688444
10,0,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}",[0],"[(9, 0), (7, 0), (5, 1)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.4624681992201467,4.349273761242359
10,1,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[1],"[(9, 1), (7, 1), (6, 8), (5, 0)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.46754205530679255,4.174589018204935
10,2,"{'text': 'If you want to increase the number of people who participate in politics, you need to make voting compulsory.'}","[2, 9]","[(9, 2), (9, 9), (7, 2), (7, 9)]","[1532, 345, 765, 284, 2620, 262, 1271, 286, 661, 508, 8277, 287, 4819, 11, 345, 761, 284, 787, 6709, 31967, 13]",0.45422757918869194,4.103071721975819
10,3,"{'text': ""It's a good idea to make voting compulsory for everyone, not just those who can afford to pay for it.""}",[3],"[(9, 3), (6, 3), (4, 3)]","[1026, 338, 257, 922, 2126, 284, 787, 6709, 31967, 329, 2506, 11, 407, 655, 883, 508, 460, 5368, 284, 1414, 329, 340, 13]",0.45854003512922753,4.66535993219528
10,4,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}",[4],"[(9, 4), (8, 6), (6, 0), (6, 4), (3, 4)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.5269978572564223,4.421370055925459
10,5,"{'text': 'I\'m not interested in politics, so why should I vote?""...'}",[5],"[(9, 5), (8, 5), (7, 5), (6, 7), (4, 2)]","[40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 986]",0.5012755437381861,5.2519936931819
10,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[6],"[(9, 6), (8, 4), (8, 6), (7, 6), (6, 4), (5, 6)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.5067364916956052,4.0047209541059665
10,7,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[7],"[(9, 7), (8, 7), (7, 7), (6, 7), (5, 7)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.477363316536328,5.132032405855444
10,8,{'text': 'Should citizens be free to abstain from voting? Or should voting be made compulsory?'},[8],"[(9, 8), (7, 8), (6, 1), (6, 8), (5, 7)]","[19926, 4290, 307, 1479, 284, 16552, 391, 422, 6709, 30, 1471, 815, 6709, 307, 925, 31967, 30]",0.47175758860390704,4.557943301624744
10,9,"{'text': 'If you want to increase the number of people who participate in politics, you need to make voting compulsory.'}","[2, 9]","[(9, 2), (9, 9), (8, 9), (7, 2), (7, 9), (5, 9), (4, 9)]","[1532, 345, 765, 284, 2620, 262, 1271, 286, 661, 508, 8277, 287, 4819, 11, 345, 761, 284, 787, 6709, 31967, 13]",0.44435813219721365,3.9264283734521053
11,0,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}",[0],"[(10, 0), (9, 0), (7, 0), (5, 1)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.4552358739013024,4.422293825877556
11,1,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[1],"[(10, 1), (9, 1), (6, 8), (5, 0)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4591705936932651,3.871941935349234
11,2,"{'text': 'If you want to increase the number of people who participate in politics, you need to make voting compulsory.'}",[2],"[(10, 2), (9, 2), (9, 9), (7, 9)]","[1532, 345, 765, 284, 2620, 262, 1271, 286, 661, 508, 8277, 287, 4819, 11, 345, 761, 284, 787, 6709, 31967, 13]",0.4648926781114894,4.021235047398339
11,3,"{'text': 'If you want to make voting compulsory for everyone, why not make it compulsory for everyone who can afford to pay for it?'}",[3],"[(10, 3), (9, 3)]","[1532, 345, 765, 284, 787, 6709, 31967, 329, 2506, 11, 1521, 407, 787, 340, 31967, 329, 2506, 508, 460, 5368, 284, 1414, 329, 340, 30]",0.4585061393383146,4.489702471913043
11,4,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}",[4],"[(10, 4), (9, 4), (6, 0), (6, 4)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.5636758928705616,4.433520932096404
11,5,"{'text': ""If you're not interested in politics, why should you vote?""}",[5],"[(10, 5), (9, 5), (8, 5), (7, 5), (4, 2)]","[1532, 345, 821, 407, 4609, 287, 4819, 11, 1521, 815, 345, 3015, 30]",0.5037465947142729,4.738430796789298
11,6,"{'text': ""I'm not sure that compulsory voting is the best way to solve the problem of low participation rates.""}",[6],"[(10, 6), (9, 6), (8, 6), (7, 6), (6, 4)]","[40, 1101, 407, 1654, 326, 31967, 6709, 318, 262, 1266, 835, 284, 8494, 262, 1917, 286, 1877, 10270, 3965, 13]",0.5470404748462084,4.48799270140737
11,7,"{'text': ""If you are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[7],"[(10, 7), (6, 7)]","[1532, 345, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.48082706491586125,4.180650991451009
11,8,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[8],"[(10, 8), (9, 8), (6, 1)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4543705638253294,3.64460636086593
11,9,"{'text': 'If you want to increase the number of people who participate in politics, you need to make voting compulsory.'}",[9],"[(10, 9), (9, 2), (9, 9), (8, 9), (7, 2), (7, 9), (5, 9), (4, 9)]","[1532, 345, 765, 284, 2620, 262, 1271, 286, 661, 508, 8277, 287, 4819, 11, 345, 761, 284, 787, 6709, 31967, 13]",0.4485464218721799,3.9306698364766044
12,0,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}","[0, 8]","[(11, 0), (11, 8), (10, 0), (9, 0), (7, 0), (5, 1)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.4548545665671622,4.404763564042282
12,1,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[1, 3]","[(11, 1), (11, 3), (10, 1), (9, 1), (6, 8), (5, 0)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.455958747713171,3.832491235123301
12,2,"{'text': ""If we're going to make voting compulsory, we should make it compulsory for all citizens.""}",[2],"[(11, 2), (10, 2), (9, 2), (7, 9)]","[1532, 356, 821, 1016, 284, 787, 6709, 31967, 11, 356, 815, 787, 340, 31967, 329, 477, 4290, 13]",0.46260226034093066,4.015588126128447
12,3,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[1, 3]","[(11, 1), (11, 3), (10, 3), (9, 3)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.45666155703787864,4.170965713393128
12,4,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}",[4],"[(11, 4), (10, 4), (9, 4), (6, 0), (6, 4)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.5596617493645759,4.447924362556987
12,5,"{'text': ""If you're not interested in politics, why should you vote?""}",[5],"[(11, 5), (10, 5), (8, 5), (7, 5)]","[1532, 345, 821, 407, 4609, 287, 4819, 11, 1521, 815, 345, 3015, 30]",0.49288718866107817,5.182258893179474
12,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[6],"[(11, 6), (10, 6), (9, 6), (6, 4)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.5414215523024798,4.139977336038879
12,7,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[7],"[(11, 7), (10, 7), (6, 7)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4790876817824216,4.174155779723994
12,8,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[0, 8]","[(11, 0), (11, 8), (10, 8), (9, 8), (6, 1)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.46235893421061963,3.5482891007154294
12,9,"{'text': ""The idea of compulsory voting is a good one, but it needs to be done in a way that doesn't infringe on the right to vote.""}",[9],"[(11, 9), (10, 9), (9, 2), (8, 9)]","[464, 2126, 286, 31967, 6709, 318, 257, 922, 530, 11, 475, 340, 2476, 284, 307, 1760, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 3015, 13]",0.49586559765891003,3.934563770137557
13,0,"{'text': ""If we are going to make voting compulsory, we should do it in a way that doesn't infringe on the right to abstain from voting.""}","[0, 1, 3]","[(12, 0), (12, 1), (12, 3), (11, 0), (11, 8), (10, 0), (9, 0), (7, 0)]","[1532, 356, 389, 1016, 284, 787, 6709, 31967, 11, 356, 815, 466, 340, 287, 257, 835, 326, 1595, 470, 14020, 68, 319, 262, 826, 284, 16552, 391, 422, 6709, 13]",0.45209822169615005,4.231921064544322
13,1,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[0, 1, 3]","[(12, 0), (12, 1), (12, 3), (11, 1), (11, 3), (10, 1), (9, 1), (5, 0)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.45403273108828757,3.9368925717287886
13,2,"{'text': 'If you want to increase the number of people who participate in politics, you need to make voting compulsory.'}","[2, 8]","[(12, 2), (12, 8), (11, 2), (9, 2), (7, 9)]","[1532, 345, 765, 284, 2620, 262, 1271, 286, 661, 508, 8277, 287, 4819, 11, 345, 761, 284, 787, 6709, 31967, 13]",0.43992928537310455,4.153043512809398
13,3,"{'text': 'If you want to make voting compulsory for everyone, why not make it compulsory for everyone who can afford to pay for it?'}","[0, 1, 3]","[(12, 0), (12, 1), (12, 3), (11, 1), (11, 3), (9, 3)]","[1532, 345, 765, 284, 787, 6709, 31967, 329, 2506, 11, 1521, 407, 787, 340, 31967, 329, 2506, 508, 460, 5368, 284, 1414, 329, 340, 30]",0.4429398886487588,4.040622864867826
13,4,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[4],"[(12, 4), (11, 4), (9, 4), (6, 4)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.5631600629536543,4.533544820010585
13,5,"{'text': 'I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I vote?"" ""I\'m not interested in politics, so why should I...'}",[5],"[(12, 5), (11, 5), (10, 5), (8, 5)]","[40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 3015, 1701, 366, 40, 1101, 407, 4609, 287, 4819, 11, 523, 1521, 815, 314, 986]",0.5238494208210794,6.170373871743786
13,6,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[6],"[(12, 6), (11, 6), (6, 4)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.5520215597206607,4.457261824507745
13,7,"{'text': ""If you are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}",[7],"[(12, 7), (11, 7), (10, 7)]","[1532, 345, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.4772300614592385,4.175651523245923
13,8,"{'text': ""If we are going to go down the road of compulsory voting, let's make sure that it is not a one-way street.""}","[2, 8]","[(12, 2), (12, 8), (11, 0), (11, 8), (10, 8), (9, 8)]","[1532, 356, 389, 1016, 284, 467, 866, 262, 2975, 286, 31967, 6709, 11, 1309, 338, 787, 1654, 326, 340, 318, 407, 257, 530, 12, 1014, 4675, 13]",0.47358733659751734,4.372316008426079
13,9,"{'text': 'If you want to increase the number of people who participate in politics, you need to make voting compulsory.'}",[9],"[(12, 9), (11, 9), (10, 9), (9, 2), (8, 9)]","[1532, 345, 765, 284, 2620, 262, 1271, 286, 661, 508, 8277, 287, 4819, 11, 345, 761, 284, 787, 6709, 31967, 13]",0.48399754778760146,3.8502770701315123
