step,agent,post,peers,context,tokens
15,2,"{'text': ""What if voters had to vote again? If they didn't vote, then they'd have to deal with them.""}","[0, 1, 2, 5, 9]","[[14, 9], [13, 9], [14, 1], [13, 2], [14, 0], [13, 5], [14, 2], [12, 1], [14, 5], [13, 0], [12, 2], [11, 9], [11, 2], [12, 9], [11, 0]]","[2061, 611, 4446, 550, 284, 3015, 757, 30, 1002, 484, 1422, 470, 3015, 11, 788, 484, 1549, 423, 284, 1730, 351, 606, 13]"
15,3,"{'text': ""If the majority of the voters don't want to vote, why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[13, 6], [12, 4], [14, 3], [14, 8], [14, 4], [14, 6], [13, 3], [13, 8], [13, 7], [12, 3], [10, 3], [14, 7], [12, 7], [11, 7], [13, 4]]","[1532, 262, 3741, 286, 262, 4446, 836, 470, 765, 284, 3015, 11, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
15,4,"{'text': ""The state shouldn't be involved in people's lives.""}","[3, 4, 6, 7, 8]","[[12, 4], [14, 3], [13, 4], [13, 8], [14, 6], [12, 3], [13, 7], [14, 4], [12, 8], [14, 8], [12, 6], [14, 7], [11, 4], [10, 4], [9, 4]]","[464, 1181, 6584, 470, 307, 2950, 287, 661, 338, 3160, 13]"
15,5,"{'text': ""If you give people the right to vote, then you shouldn't have to deal with them. You shouldn't have to argue with them.""}","[0, 1, 2, 5, 9]","[[13, 2], [10, 0], [11, 5], [13, 5], [12, 5], [14, 0], [14, 5], [14, 1], [11, 1], [12, 1], [12, 2], [13, 0], [11, 0], [13, 9], [14, 9]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 345, 6584, 470, 423, 284, 1730, 351, 606, 13, 921, 6584, 470, 423, 284, 7267, 351, 606, 13]"
15,6,"{'text': ""It's possible that the voting system might be a bit too complicated for many people to understand.""}","[3, 4, 6, 7, 8]","[[10, 6], [14, 4], [9, 6], [13, 6], [12, 6], [14, 3], [14, 6], [14, 8], [14, 7], [13, 4], [11, 6], [12, 4], [13, 7], [13, 8], [12, 8]]","[1026, 338, 1744, 326, 262, 6709, 1080, 1244, 307, 257, 1643, 1165, 8253, 329, 867, 661, 284, 1833, 13]"
15,7,{'text': 'I am not convinced that compulsory voting is a good idea in general.'},"[3, 4, 6, 7, 8]","[[13, 7], [12, 4], [14, 7], [14, 3], [12, 7], [13, 3], [13, 4], [14, 4], [14, 6], [11, 7], [12, 8], [12, 6], [14, 8], [13, 8], [13, 6]]","[40, 716, 407, 9431, 326, 31967, 6709, 318, 257, 922, 2126, 287, 2276, 13]"
15,8,"{'text': ""I think it would be great if the state weren't so involved in people's lives. What if everyone could vote, not just those who want to?""}","[3, 4, 6, 7, 8]","[[14, 3], [14, 7], [13, 8], [11, 8], [14, 6], [12, 8], [14, 4], [13, 3], [14, 8], [10, 8], [13, 4], [11, 7], [13, 6], [12, 4], [13, 7]]","[40, 892, 340, 561, 307, 1049, 611, 262, 1181, 6304, 470, 523, 2950, 287, 661, 338, 3160, 13, 1867, 611, 2506, 714, 3015, 11, 407, 655, 883, 508, 765, 284, 30]"
15,9,{'text': 'Why not let people vote? Why not allow them to vote? Why not have them vote for the candidates they like?'},"[0, 1, 2, 5, 9]","[[13, 9], [14, 2], [12, 9], [13, 1], [10, 9], [11, 9], [14, 0], [13, 0], [14, 9], [12, 1], [11, 1], [12, 5], [14, 1], [14, 5], [10, 2]]","[5195, 407, 1309, 661, 3015, 30, 4162, 407, 1249, 606, 284, 3015, 30, 4162, 407, 423, 606, 3015, 329, 262, 5871, 484, 588, 30]"
16,0,"{'text': ""You should have a system of compulsory voting that doesn't make it compulsory. If you allow people to vote, then you shouldn't have to deal with them.""}","[0, 1, 2, 5, 9]","[[12, 9], [15, 0], [14, 0], [14, 2], [13, 0], [15, 5], [12, 0], [15, 2], [15, 1], [12, 1], [14, 5], [15, 9], [13, 9], [14, 1], [14, 9]]","[1639, 815, 423, 257, 1080, 286, 31967, 6709, 326, 1595, 470, 787, 340, 31967, 13, 1002, 345, 1249, 661, 284, 3015, 11, 788, 345, 6584, 470, 423, 284, 1730, 351, 606, 13]"
16,1,"{'text': ""If you have to deal with people, then you shouldn't have to argue with them.""}","[0, 1, 2, 5, 9]","[[15, 2], [15, 5], [15, 1], [14, 2], [13, 1], [15, 0], [14, 1], [14, 9], [14, 0], [15, 9], [13, 0], [11, 1], [12, 1], [14, 5], [13, 9]]","[1532, 345, 423, 284, 1730, 351, 661, 11, 788, 345, 6584, 470, 423, 284, 7267, 351, 606, 13]"
16,2,"{'text': 'If people had the right to vote, then they should have the right to vote.'}","[0, 1, 2, 5, 9]","[[15, 0], [14, 2], [14, 1], [15, 2], [15, 1], [14, 5], [13, 2], [15, 5], [13, 9], [12, 2], [14, 0], [15, 9], [14, 9], [12, 9], [11, 9]]","[1532, 661, 550, 262, 826, 284, 3015, 11, 788, 484, 815, 423, 262, 826, 284, 3015, 13]"
16,3,"{'text': ""If the majority of the voters don't want to vote, why should anyone be forced to do so? That's a non-negotiable right that should not be taken for granted.""}","[3, 4, 6, 7, 8]","[[13, 6], [15, 3], [14, 3], [14, 6], [14, 7], [12, 3], [13, 8], [15, 8], [15, 7], [13, 3], [13, 4], [14, 4], [15, 4], [13, 7], [11, 7]]","[1532, 262, 3741, 286, 262, 4446, 836, 470, 765, 284, 3015, 11, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 1320, 338, 257, 1729, 12, 12480, 313, 3379, 826, 326, 815, 407, 307, 2077, 329, 7520, 13]"
16,4,"{'text': ""People have the right to vote, but that doesn't mean that the state shouldn't be involved in people's lives.""}","[3, 4, 6, 7, 8]","[[15, 7], [15, 8], [15, 4], [14, 4], [11, 4], [15, 6], [12, 6], [13, 4], [12, 4], [14, 7], [14, 3], [14, 6], [13, 8], [14, 8], [15, 3]]","[8061, 423, 262, 826, 284, 3015, 11, 475, 326, 1595, 470, 1612, 326, 262, 1181, 6584, 470, 307, 2950, 287, 661, 338, 3160, 13]"
16,5,"{'text': 'If you have the right to vote, then you should have the right to vote.'}","[0, 1, 2, 5, 9]","[[15, 9], [13, 9], [15, 1], [15, 5], [15, 0], [12, 5], [13, 5], [13, 2], [14, 5], [14, 9], [13, 0], [14, 0], [15, 2], [12, 2], [14, 1]]","[1532, 345, 423, 262, 826, 284, 3015, 11, 788, 345, 815, 423, 262, 826, 284, 3015, 13]"
16,6,"{'text': ""The state should not be involved in people's lives. If the majority of the people don't want to vote, then they should not be forced to do so.""}","[3, 4, 6, 7, 8]","[[13, 6], [14, 3], [15, 6], [15, 4], [14, 6], [15, 3], [12, 4], [14, 7], [14, 8], [13, 7], [15, 8], [9, 6], [15, 7], [10, 6], [12, 8]]","[464, 1181, 815, 407, 307, 2950, 287, 661, 338, 3160, 13, 1002, 262, 3741, 286, 262, 661, 836, 470, 765, 284, 3015, 11, 788, 484, 815, 407, 307, 4137, 284, 466, 523, 13]"
16,7,"{'text': ""Are voters supposed to be forced to vote against their will? I think it would be great if the state didn't need to be so involved in people's lives.""}","[3, 4, 6, 7, 8]","[[14, 3], [15, 7], [15, 4], [12, 7], [13, 7], [15, 8], [14, 7], [14, 8], [15, 6], [13, 4], [13, 3], [14, 4], [13, 8], [15, 3], [11, 7]]","[8491, 4446, 4385, 284, 307, 4137, 284, 3015, 1028, 511, 481, 30, 314, 892, 340, 561, 307, 1049, 611, 262, 1181, 1422, 470, 761, 284, 307, 523, 2950, 287, 661, 338, 3160, 13]"
16,8,"{'text': ""If someone doesn't want to vote, then why should the state be involved in their life in the first place? If it's not an obligation, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[15, 8], [14, 8], [15, 6], [12, 8], [15, 3], [15, 7], [13, 8], [14, 6], [14, 7], [13, 7], [11, 8], [15, 4], [14, 4], [13, 6], [12, 4]]","[1532, 2130, 1595, 470, 765, 284, 3015, 11, 788, 1521, 815, 262, 1181, 307, 2950, 287, 511, 1204, 287, 262, 717, 1295, 30, 1002, 340, 338, 407, 281, 12990, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
16,9,"{'text': ""If people had to vote, then they wouldn't have to deal with them. They wouldn't have to know you.""}","[0, 1, 2, 5, 9]","[[15, 9], [15, 2], [14, 5], [14, 2], [15, 0], [13, 0], [15, 1], [15, 5], [14, 9], [13, 9], [13, 1], [10, 9], [14, 1], [14, 0], [12, 9]]","[1532, 661, 550, 284, 3015, 11, 788, 484, 3636, 470, 423, 284, 1730, 351, 606, 13, 1119, 3636, 470, 423, 284, 760, 345, 13]"
17,0,"{'text': 'If you give people the right to vote, then they should have the right to vote.'}","[0, 1, 2, 5, 9]","[[16, 0], [14, 0], [16, 2], [14, 5], [15, 0], [16, 9], [16, 5], [12, 9], [13, 0], [14, 2], [12, 0], [14, 9], [15, 5], [16, 1], [15, 1]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 484, 815, 423, 262, 826, 284, 3015, 13]"
17,1,"{'text': ""If you give people the right to vote, then you shouldn't have to deal with them. You shouldn't have to argue with them. They don't have to know you.""}","[0, 1, 2, 5, 9]","[[16, 9], [16, 2], [15, 1], [16, 5], [15, 0], [16, 0], [14, 1], [16, 1], [15, 2], [12, 1], [14, 5], [14, 2], [15, 5], [11, 1], [15, 9]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 345, 6584, 470, 423, 284, 1730, 351, 606, 13, 921, 6584, 470, 423, 284, 7267, 351, 606, 13, 1119, 836, 470, 423, 284, 760, 345, 13]"
17,2,"{'text': ""If you give people the right to vote, then you shouldn't have to deal with them. You don't have to argue with them. They don't have to know you.""}","[0, 1, 2, 5, 9]","[[16, 2], [14, 0], [16, 5], [14, 5], [16, 9], [15, 2], [16, 1], [14, 2], [16, 0], [14, 9], [15, 5], [14, 1], [15, 1], [15, 9], [13, 2]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 345, 6584, 470, 423, 284, 1730, 351, 606, 13, 921, 836, 470, 423, 284, 7267, 351, 606, 13, 1119, 836, 470, 423, 284, 760, 345, 13]"
17,3,"{'text': ""I would like to point out that there are some people who don't want to vote and who are forced to do so.""}","[3, 4, 6, 7, 8]","[[15, 7], [16, 3], [16, 7], [14, 6], [15, 3], [13, 3], [16, 6], [16, 4], [14, 7], [14, 3], [16, 8], [14, 4], [13, 7], [15, 8], [12, 3]]","[40, 561, 588, 284, 966, 503, 326, 612, 389, 617, 661, 508, 836, 470, 765, 284, 3015, 290, 508, 389, 4137, 284, 466, 523, 13]"
17,4,"{'text': ""What if everyone voted, but only those who wanted to were forced to vote? I think it would be great if the state weren't so involved in people's lives.""}","[3, 4, 6, 7, 8]","[[15, 4], [15, 7], [16, 3], [15, 3], [11, 4], [16, 4], [14, 3], [14, 7], [15, 6], [15, 8], [14, 4], [14, 6], [16, 8], [16, 7], [12, 4]]","[2061, 611, 2506, 7052, 11, 475, 691, 883, 508, 2227, 284, 547, 4137, 284, 3015, 30, 314, 892, 340, 561, 307, 1049, 611, 262, 1181, 6304, 470, 523, 2950, 287, 661, 338, 3160, 13]"
17,5,"{'text': ""The thing is, I can't think of any reason why this would be good.""}","[0, 1, 2, 5, 9]","[[15, 1], [16, 5], [16, 1], [14, 1], [16, 2], [15, 5], [14, 9], [14, 5], [15, 9], [15, 2], [16, 9], [13, 5], [12, 5], [16, 0], [13, 0]]","[464, 1517, 318, 11, 314, 460, 470, 892, 286, 597, 1738, 1521, 428, 561, 307, 922, 13]"
17,6,"{'text': ""If the majority of the people didn't want to vote, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[16, 6], [15, 6], [15, 8], [16, 8], [15, 3], [13, 6], [14, 6], [16, 7], [16, 4], [13, 7], [16, 3], [15, 7], [15, 4], [14, 7], [12, 4]]","[1532, 262, 3741, 286, 262, 661, 1422, 470, 765, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
17,7,"{'text': ""If the majority of the voters don't want to vote, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[15, 7], [16, 7], [16, 3], [16, 8], [14, 7], [16, 6], [15, 3], [16, 4], [13, 7], [15, 8], [15, 6], [13, 8], [13, 4], [14, 8], [14, 3]]","[1532, 262, 3741, 286, 262, 4446, 836, 470, 765, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
17,8,"{'text': ""The state shouldn't be too involved in people's lives. If the majority of the people don't want to vote, then they should not be forced to do so.""}","[3, 4, 6, 7, 8]","[[14, 6], [15, 8], [16, 8], [16, 6], [16, 7], [13, 7], [15, 4], [16, 3], [15, 7], [15, 6], [14, 4], [14, 8], [16, 4], [13, 8], [12, 8]]","[464, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13, 1002, 262, 3741, 286, 262, 661, 836, 470, 765, 284, 3015, 11, 788, 484, 815, 407, 307, 4137, 284, 466, 523, 13]"
17,9,"{'text': 'If you want people to have the right to vote, then you have to give them the right to vote.'}","[0, 1, 2, 5, 9]","[[16, 9], [14, 9], [14, 2], [16, 0], [15, 1], [13, 0], [16, 1], [15, 9], [15, 2], [16, 5], [14, 1], [13, 1], [13, 9], [16, 2], [14, 0]]","[1532, 345, 765, 661, 284, 423, 262, 826, 284, 3015, 11, 788, 345, 423, 284, 1577, 606, 262, 826, 284, 3015, 13]"
18,0,"{'text': 'If you give people the right to vote, then you should have the right to vote.'}","[0, 1, 2, 5, 9]","[[16, 1], [17, 0], [16, 0], [17, 1], [15, 0], [17, 5], [17, 9], [16, 5], [17, 2], [14, 2], [14, 0], [16, 2], [16, 9], [13, 0], [14, 5]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 345, 815, 423, 262, 826, 284, 3015, 13]"
18,1,"{'text': 'If there were a system of compulsory voting, then there would be a need for it.'}","[0, 1, 2, 5, 9]","[[16, 1], [16, 5], [15, 1], [17, 5], [17, 1], [16, 0], [17, 0], [15, 9], [17, 2], [14, 1], [12, 1], [16, 9], [16, 2], [14, 5], [15, 0]]","[1532, 612, 547, 257, 1080, 286, 31967, 6709, 11, 788, 612, 561, 307, 257, 761, 329, 340, 13]"
18,2,"{'text': ""If you give people the right to vote, then they shouldn't have to deal with them. They shouldn't have to know you.""}","[0, 1, 2, 5, 9]","[[15, 9], [16, 2], [16, 0], [17, 2], [16, 5], [15, 5], [17, 5], [17, 0], [15, 2], [16, 1], [14, 2], [17, 1], [16, 9], [17, 9], [13, 2]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 484, 6584, 470, 423, 284, 1730, 351, 606, 13, 1119, 6584, 470, 423, 284, 760, 345, 13]"
18,3,"{'text': ""I think it would be great if the state weren't so involved in people's lives. If the majority of the people didn't want to vote, then they should not be forced to do so.""}","[3, 4, 6, 7, 8]","[[14, 3], [16, 8], [17, 3], [14, 6], [17, 8], [16, 3], [17, 6], [17, 7], [17, 4], [15, 3], [16, 7], [15, 8], [15, 7], [13, 7], [14, 4]]","[40, 892, 340, 561, 307, 1049, 611, 262, 1181, 6304, 470, 523, 2950, 287, 661, 338, 3160, 13, 1002, 262, 3741, 286, 262, 661, 1422, 470, 765, 284, 3015, 11, 788, 484, 815, 407, 307, 4137, 284, 466, 523, 13]"
18,4,"{'text': ""If a majority of the people don't want to vote, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[17, 6], [17, 8], [17, 4], [16, 4], [15, 4], [16, 8], [16, 3], [17, 7], [15, 7], [14, 3], [15, 8], [15, 3], [14, 4], [17, 3], [16, 7]]","[1532, 257, 3741, 286, 262, 661, 836, 470, 765, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
18,5,"{'text': 'If people had the right to vote, then they would have the right to vote.'}","[0, 1, 2, 5, 9]","[[17, 5], [15, 5], [17, 9], [16, 0], [16, 2], [13, 5], [16, 9], [17, 2], [14, 1], [15, 9], [17, 0], [16, 5], [17, 1], [15, 1], [14, 5]]","[1532, 661, 550, 262, 826, 284, 3015, 11, 788, 484, 561, 423, 262, 826, 284, 3015, 13]"
18,6,"{'text': ""If everyone wants to vote, then why should the state be involved in people's lives?""}","[3, 4, 6, 7, 8]","[[16, 6], [17, 6], [15, 6], [16, 8], [17, 3], [17, 4], [17, 8], [16, 4], [14, 6], [17, 7], [16, 7], [15, 3], [16, 3], [15, 8], [15, 4]]","[1532, 2506, 3382, 284, 3015, 11, 788, 1521, 815, 262, 1181, 307, 2950, 287, 661, 338, 3160, 30]"
18,7,"{'text': ""I would like to point out that there are some people who don't want to vote, and who are forced to do so.""}","[3, 4, 6, 7, 8]","[[17, 7], [17, 3], [13, 7], [16, 8], [17, 8], [14, 8], [17, 6], [15, 7], [16, 7], [15, 8], [16, 6], [17, 4], [16, 3], [14, 7], [14, 3]]","[40, 561, 588, 284, 966, 503, 326, 612, 389, 617, 661, 508, 836, 470, 765, 284, 3015, 11, 290, 508, 389, 4137, 284, 466, 523, 13]"
18,8,"{'text': ""When the majority of the people don't want to vote, then why should anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[17, 8], [16, 4], [15, 4], [17, 7], [16, 3], [16, 6], [15, 8], [14, 8], [16, 8], [17, 4], [13, 7], [13, 8], [16, 7], [12, 8], [17, 6]]","[2215, 262, 3741, 286, 262, 661, 836, 470, 765, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
18,9,"{'text': 'If you give people the right to vote, then you should have the right to vote.'}","[0, 1, 2, 5, 9]","[[17, 1], [17, 9], [16, 1], [13, 9], [17, 5], [16, 9], [17, 0], [14, 9], [16, 0], [15, 1], [16, 5], [17, 2], [15, 9], [16, 2], [15, 2]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 345, 815, 423, 262, 826, 284, 3015, 13]"
19,0,"{'text': ""1. I hate the idea of compulsory voting. It's so much easier to vote if you can choose to not vote. If you don't want to do anything, then why bother?""}","[0, 1, 2, 5, 9]","[[18, 1], [18, 0], [18, 9], [18, 5], [18, 2], [17, 2], [16, 9], [16, 0], [17, 9], [17, 0], [17, 1], [16, 2], [14, 0], [15, 0], [17, 5]]","[16, 13, 314, 5465, 262, 2126, 286, 31967, 6709, 13, 632, 338, 523, 881, 4577, 284, 3015, 611, 345, 460, 3853, 284, 407, 3015, 13, 1002, 345, 836, 470, 765, 284, 466, 1997, 11, 788, 1521, 11393, 30]"
19,1,{'text': 'What would happen if the one-party system were replaced by a two-party system?'},"[0, 1, 2, 5, 9]","[[18, 1], [18, 2], [17, 2], [17, 1], [16, 1], [17, 5], [18, 9], [18, 0], [17, 0], [18, 5], [15, 1], [16, 9], [16, 5], [16, 2], [15, 9]]","[2061, 561, 1645, 611, 262, 530, 12, 10608, 1080, 547, 6928, 416, 257, 734, 12, 10608, 1080, 30]"
19,2,"{'text': ""If you give people the right to vote, then you shouldn't have to deal with them. You shouldn't have to argue with them. They don't have to know you.""}","[0, 1, 2, 5, 9]","[[17, 9], [18, 2], [17, 1], [17, 5], [18, 1], [17, 2], [18, 0], [17, 0], [16, 2], [15, 2], [18, 5], [16, 9], [18, 9], [13, 2], [14, 2]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 345, 6584, 470, 423, 284, 1730, 351, 606, 13, 921, 6584, 470, 423, 284, 7267, 351, 606, 13, 1119, 836, 470, 423, 284, 760, 345, 13]"
19,3,"{'text': ""Most people don't want to vote. Therefore, they should not be forced to vote.""}","[3, 4, 6, 7, 8]","[[16, 3], [18, 8], [17, 3], [14, 3], [15, 3], [18, 3], [17, 8], [17, 4], [18, 6], [17, 6], [17, 7], [15, 7], [18, 7], [14, 6], [18, 4]]","[6943, 661, 836, 470, 765, 284, 3015, 13, 8447, 11, 484, 815, 407, 307, 4137, 284, 3015, 13]"
19,4,"{'text': ""If everyone wanted to vote, then why should anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[17, 4], [18, 4], [18, 3], [17, 7], [18, 7], [15, 4], [17, 3], [18, 8], [15, 7], [18, 6], [17, 6], [16, 4], [16, 3], [17, 8], [16, 7]]","[1532, 2506, 2227, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
19,5,"{'text': ""If you give people the right to vote, then you shouldn't have to deal with them. You shouldn't have to argue with them. They don't have to know you.""}","[0, 1, 2, 5, 9]","[[18, 5], [14, 1], [16, 0], [16, 5], [17, 5], [13, 5], [17, 2], [16, 9], [17, 9], [18, 2], [17, 1], [15, 5], [16, 2], [18, 9], [18, 0]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 345, 6584, 470, 423, 284, 1730, 351, 606, 13, 921, 6584, 470, 423, 284, 7267, 351, 606, 13, 1119, 836, 470, 423, 284, 760, 345, 13]"
19,6,"{'text': ""If everyone wants to vote, then why should anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[18, 6], [17, 8], [17, 6], [18, 8], [17, 3], [16, 6], [18, 3], [15, 6], [17, 7], [18, 4], [18, 7], [16, 3], [17, 4], [15, 4], [15, 3]]","[1532, 2506, 3382, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
19,7,"{'text': 'If everyone wants to vote, then why should anyone be forced to do so?'}","[3, 4, 6, 7, 8]","[[18, 4], [17, 7], [16, 6], [18, 7], [17, 8], [16, 3], [15, 8], [16, 7], [17, 6], [18, 6], [15, 7], [14, 3], [18, 3], [17, 3], [17, 4]]","[1532, 2506, 3382, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
19,8,"{'text': ""If everyone wants to vote, then why should anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[17, 8], [18, 7], [17, 4], [17, 7], [18, 3], [16, 3], [18, 8], [16, 8], [17, 6], [14, 8], [15, 8], [16, 7], [18, 6], [12, 8], [18, 4]]","[1532, 2506, 3382, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
19,9,"{'text': ""If people had to vote, then they wouldn't have to deal with them. They wouldn't have to know you.""}","[0, 1, 2, 5, 9]","[[16, 9], [18, 9], [17, 5], [18, 2], [17, 1], [17, 9], [16, 5], [15, 9], [17, 0], [18, 0], [18, 1], [16, 0], [18, 5], [13, 9], [15, 1]]","[1532, 661, 550, 284, 3015, 11, 788, 484, 3636, 470, 423, 284, 1730, 351, 606, 13, 1119, 3636, 470, 423, 284, 760, 345, 13]"
20,0,"{'text': 'If you give people the right to vote, then you should have the right to vote.'}","[0, 1, 2, 5, 9]","[[17, 0], [19, 5], [19, 1], [19, 0], [18, 0], [19, 2], [18, 5], [17, 5], [17, 1], [19, 9], [15, 0], [14, 0], [18, 1], [18, 9], [18, 2]]","[1532, 345, 1577, 661, 262, 826, 284, 3015, 11, 788, 345, 815, 423, 262, 826, 284, 3015, 13]"
20,1,"{'text': ""If voting was made compulsory, then people wouldn't have to deal with them. They wouldn't have to know you.""}","[0, 1, 2, 5, 9]","[[17, 5], [16, 9], [19, 1], [18, 9], [17, 2], [18, 2], [19, 5], [18, 5], [19, 0], [18, 1], [19, 2], [18, 0], [17, 1], [17, 0], [16, 1]]","[1532, 6709, 373, 925, 31967, 11, 788, 661, 3636, 470, 423, 284, 1730, 351, 606, 13, 1119, 3636, 470, 423, 284, 760, 345, 13]"
20,2,"{'text': ""This is not a bad idea. The problem is that it would be terribly inconvenient for ordinary citizens to vote. Even if everyone voted, it would be extremely hard to keep track of everyone's votes.""}","[0, 1, 2, 5, 9]","[[19, 5], [19, 2], [16, 2], [19, 0], [18, 1], [17, 1], [17, 2], [19, 1], [18, 0], [19, 9], [17, 0], [18, 2], [17, 9], [17, 5], [18, 9]]","[1212, 318, 407, 257, 2089, 2126, 13, 383, 1917, 318, 326, 340, 561, 307, 22121, 37513, 329, 8850, 4290, 284, 3015, 13, 3412, 611, 2506, 7052, 11, 340, 561, 307, 4457, 1327, 284, 1394, 2610, 286, 2506, 338, 5690, 13]"
20,3,"{'text': ""If everyone wanted to vote, then why would anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[18, 3], [18, 8], [19, 8], [19, 7], [14, 3], [19, 3], [18, 4], [17, 7], [19, 6], [17, 3], [17, 4], [16, 3], [17, 8], [15, 3], [15, 7]]","[1532, 2506, 2227, 284, 3015, 11, 788, 1521, 561, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
20,4,"{'text': ""When the majority of the people do not want to vote, then why should anyone be forced to do so? The state should not be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[19, 4], [17, 4], [19, 3], [19, 8], [18, 7], [16, 3], [18, 4], [19, 6], [16, 7], [16, 4], [17, 3], [15, 4], [18, 6], [18, 8], [17, 8]]","[2215, 262, 3741, 286, 262, 661, 466, 407, 765, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 815, 407, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
20,5,"{'text': ""If people had the right to vote, then they wouldn't have to deal with them. They wouldn't have to know you.""}","[0, 1, 2, 5, 9]","[[17, 2], [17, 1], [18, 0], [19, 5], [19, 2], [19, 9], [16, 9], [19, 1], [18, 2], [19, 0], [18, 5], [17, 5], [17, 9], [16, 2], [16, 5]]","[1532, 661, 550, 262, 826, 284, 3015, 11, 788, 484, 3636, 470, 423, 284, 1730, 351, 606, 13, 1119, 3636, 470, 423, 284, 760, 345, 13]"
20,6,"{'text': ""If the majority of the people don't want to vote, then why should anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[19, 3], [19, 6], [19, 4], [15, 6], [16, 6], [18, 3], [17, 6], [18, 7], [18, 6], [16, 3], [19, 8], [17, 7], [18, 8], [19, 7], [15, 3]]","[1532, 262, 3741, 286, 262, 661, 836, 470, 765, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
20,7,"{'text': ""If everyone wants to vote, then why should anyone be forced to do so? The state shouldn't be too involved in people's lives.""}","[3, 4, 6, 7, 8]","[[19, 4], [19, 7], [17, 7], [18, 4], [18, 6], [16, 6], [19, 8], [19, 6], [18, 3], [17, 8], [15, 7], [17, 4], [19, 3], [17, 6], [14, 3]]","[1532, 2506, 3382, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30, 383, 1181, 6584, 470, 307, 1165, 2950, 287, 661, 338, 3160, 13]"
20,8,"{'text': ""The state should not be too involved in people's lives. If everyone wanted to vote, then why should anyone be forced to do so?""}","[3, 4, 6, 7, 8]","[[18, 8], [19, 8], [19, 4], [19, 3], [19, 6], [17, 8], [19, 7], [18, 4], [15, 8], [16, 8], [18, 3], [17, 6], [18, 7], [17, 7], [14, 8]]","[464, 1181, 815, 407, 307, 1165, 2950, 287, 661, 338, 3160, 13, 1002, 2506, 2227, 284, 3015, 11, 788, 1521, 815, 2687, 307, 4137, 284, 466, 523, 30]"
