step,agent,post,peers,context,tokens
12,2,"{'text': 'Should the vote not be compulsory? If the upper-class and well-connected are not allowed to vote, why should the poor and disenfranchised?'}","[0, 2, 4, 6, 8]","[[10, 0], [11, 4], [11, 2], [11, 8], [8, 2], [9, 2], [10, 6], [11, 6], [11, 0], [9, 6], [8, 6], [10, 2], [10, 4], [6, 2], [9, 0]]","[19926, 262, 3015, 407, 307, 31967, 30, 1002, 262, 6727, 12, 4871, 290, 880, 12, 15236, 389, 407, 3142, 284, 3015, 11, 1521, 815, 262, 3595, 290, 41307, 1417, 30]"
12,3,"{'text': ""If compulsory voting is a crisis of democracy, then let's talk about finding a solution to it.""}","[1, 3, 5, 7, 9]","[[11, 1], [10, 9], [11, 3], [10, 3], [11, 5], [9, 3], [11, 7], [9, 5], [10, 7], [9, 1], [10, 1], [10, 5], [11, 9], [9, 7], [8, 3]]","[1532, 31967, 6709, 318, 257, 4902, 286, 7996, 11, 788, 1309, 338, 1561, 546, 4917, 257, 4610, 284, 340, 13]"
12,4,"{'text': ""If everyone were forced to vote, we'd have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[10, 2], [8, 4], [11, 0], [10, 6], [11, 4], [11, 6], [11, 8], [10, 4], [11, 2], [9, 4], [7, 4], [9, 2], [10, 0], [8, 0], [9, 0]]","[1532, 2506, 547, 4137, 284, 3015, 11, 356, 1549, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
12,5,{'text': 'A referendum on whether or not it would be better to have a referendum on whether or not it would be better to have a referendum on whether or not it would be better to have a referendum on whether...'},"[1, 3, 5, 7, 9]","[[11, 1], [11, 5], [10, 3], [10, 5], [11, 3], [10, 9], [11, 7], [8, 5], [7, 5], [10, 1], [9, 5], [10, 7], [9, 3], [11, 9], [9, 7]]","[32, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 986]"
12,6,"{'text': 'When you say the vote is compulsory, you\'re not really talking about something as simple as ""mandatory voting"", but rather a system in which everyone is forced to vote at all times, no matter...'}","[0, 2, 4, 6, 8]","[[11, 0], [11, 6], [10, 6], [9, 8], [8, 6], [10, 2], [9, 2], [11, 4], [9, 0], [10, 0], [11, 8], [8, 8], [10, 4], [9, 6], [11, 2]]","[2215, 345, 910, 262, 3015, 318, 31967, 11, 345, 821, 407, 1107, 3375, 546, 1223, 355, 2829, 355, 366, 22249, 2870, 6709, 1600, 475, 2138, 257, 1080, 287, 543, 2506, 318, 4137, 284, 3015, 379, 477, 1661, 11, 645, 2300, 986]"
12,7,"{'text': ""If compulsory voting is a crisis of democracy, then let's talk about finding a solution to it.""}","[1, 3, 5, 7, 9]","[[9, 7], [11, 7], [8, 9], [11, 5], [9, 3], [10, 7], [8, 5], [11, 3], [11, 9], [7, 7], [8, 7], [10, 1], [9, 1], [10, 5], [8, 3]]","[1532, 31967, 6709, 318, 257, 4902, 286, 7996, 11, 788, 1309, 338, 1561, 546, 4917, 257, 4610, 284, 340, 13]"
12,8,"{'text': ""If you're opposed to compulsory voting, why not get rid of the Electoral College? If the upper-class and well-connected aren't allowed to vote, why should the poor and disenfranchised?""}","[0, 2, 4, 6, 8]","[[9, 0], [7, 8], [10, 8], [11, 8], [11, 0], [8, 2], [8, 8], [10, 6], [10, 0], [11, 4], [9, 8], [10, 4], [11, 6], [11, 2], [10, 2]]","[1532, 345, 821, 6886, 284, 31967, 6709, 11, 1521, 407, 651, 5755, 286, 262, 27557, 5535, 30, 1002, 262, 6727, 12, 4871, 290, 880, 12, 15236, 3588, 470, 3142, 284, 3015, 11, 1521, 815, 262, 3595, 290, 41307, 1417, 30]"
12,9,"{'text': '5) Compulsory voting is bad for our democracy, but it would be even worse for the world if everyone were forced to vote (or at least have the option to vote)....'}","[1, 3, 5, 7, 9]","[[9, 5], [10, 7], [11, 7], [8, 9], [11, 1], [11, 9], [10, 9], [8, 7], [6, 9], [9, 9], [11, 3], [10, 5], [11, 5], [9, 7], [10, 1]]","[20, 8, 3082, 5753, 652, 6709, 318, 2089, 329, 674, 7996, 11, 475, 340, 561, 307, 772, 4785, 329, 262, 995, 611, 2506, 547, 4137, 284, 3015, 357, 273, 379, 1551, 423, 262, 3038, 284, 3015, 737, 986]"
13,0,"{'text': 'Should the vote not be compulsory? If the upper class and well-connected are not allowed to vote, why should the poor and disenfranchised?'}","[0, 2, 4, 6, 8]","[[10, 8], [12, 8], [11, 0], [10, 0], [12, 0], [12, 6], [12, 4], [11, 2], [10, 4], [11, 6], [11, 8], [12, 2], [9, 8], [11, 4], [10, 6]]","[19926, 262, 3015, 407, 307, 31967, 30, 1002, 262, 6727, 1398, 290, 880, 12, 15236, 389, 407, 3142, 284, 3015, 11, 1521, 815, 262, 3595, 290, 41307, 1417, 30]"
13,1,"{'text': ""If compulsory voting is a problem of democracy, then let's have a referendum on whether or not we should have a referendum on whether or not it would be better to have a referendum on whether or not...""}","[1, 3, 5, 7, 9]","[[12, 1], [12, 9], [9, 1], [11, 5], [11, 7], [10, 1], [12, 5], [10, 7], [11, 1], [10, 5], [12, 7], [11, 3], [12, 3], [11, 9], [10, 9]]","[1532, 31967, 6709, 318, 257, 1917, 286, 7996, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 356, 815, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 986]"
13,2,"{'text': ""I think it would be great if we could convince people that voting is good for them. I'm all for making voting compulsory, but that doesn't mean I want to make it mandatory.""}","[0, 2, 4, 6, 8]","[[12, 2], [10, 0], [10, 6], [8, 2], [11, 2], [10, 2], [11, 6], [11, 0], [12, 4], [12, 8], [12, 6], [11, 4], [9, 6], [11, 8], [9, 2]]","[40, 892, 340, 561, 307, 1049, 611, 356, 714, 11508, 661, 326, 6709, 318, 922, 329, 606, 13, 314, 1101, 477, 329, 1642, 6709, 31967, 11, 475, 326, 1595, 470, 1612, 314, 765, 284, 787, 340, 13677, 13]"
13,3,"{'text': ""If compulsory voting is a problem of democracy, then let's have a referendum on whether or not we should have a referendum on whether or not it would be better to have a referendum on whether or not...""}","[1, 3, 5, 7, 9]","[[12, 3], [12, 7], [11, 3], [10, 3], [12, 5], [10, 5], [12, 1], [12, 9], [10, 7], [11, 9], [11, 7], [9, 5], [9, 1], [11, 5], [8, 3]]","[1532, 31967, 6709, 318, 257, 1917, 286, 7996, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 356, 815, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 986]"
13,4,"{'text': ""If everyone were required to vote, we'd have a completely different system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[12, 0], [12, 4], [10, 2], [11, 4], [11, 6], [11, 8], [12, 8], [12, 6], [9, 2], [9, 4], [12, 2], [10, 4], [11, 2], [10, 0], [8, 4]]","[1532, 2506, 547, 2672, 284, 3015, 11, 356, 1549, 423, 257, 3190, 1180, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
13,5,"{'text': ""If compulsory voting is a crisis of democracy, then let's talk about finding a solution to it.""}","[1, 3, 5, 7, 9]","[[12, 5], [12, 7], [11, 7], [11, 3], [12, 1], [12, 3], [11, 5], [10, 9], [9, 5], [12, 9], [9, 7], [11, 1], [10, 5], [8, 5], [10, 3]]","[1532, 31967, 6709, 318, 257, 4902, 286, 7996, 11, 788, 1309, 338, 1561, 546, 4917, 257, 4610, 284, 340, 13]"
13,6,"{'text': ""If everyone were forced to vote, we'd have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[10, 4], [11, 6], [11, 2], [12, 0], [12, 2], [10, 0], [12, 6], [11, 0], [10, 6], [9, 6], [12, 4], [12, 8], [11, 8], [9, 8], [8, 8]]","[1532, 2506, 547, 4137, 284, 3015, 11, 356, 1549, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
13,7,"{'text': ""If compulsory voting was a crisis of democracy, then let's have a referendum on whether or not we should have a referendum on whether or not it would be better to have a referendum on whether or not...""}","[1, 3, 5, 7, 9]","[[11, 9], [11, 7], [12, 7], [12, 1], [10, 7], [11, 3], [11, 5], [12, 3], [9, 7], [12, 5], [12, 9], [10, 5], [10, 1], [8, 7], [7, 7]]","[1532, 31967, 6709, 373, 257, 4902, 286, 7996, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 356, 815, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 986]"
13,8,"{'text': ""If every citizen were forced to vote, we wouldn't have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[12, 8], [10, 2], [12, 0], [12, 6], [11, 0], [12, 4], [12, 2], [10, 4], [11, 8], [11, 2], [10, 8], [9, 8], [11, 6], [11, 4], [8, 8]]","[1532, 790, 9511, 547, 4137, 284, 3015, 11, 356, 3636, 470, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
13,9,{'text': '4) Compulsory voting would reduce the role of the media and the government.'},"[1, 3, 5, 7, 9]","[[11, 1], [12, 9], [12, 5], [12, 7], [8, 7], [10, 9], [12, 1], [11, 3], [11, 9], [10, 5], [10, 7], [11, 5], [11, 7], [9, 9], [8, 9]]","[19, 8, 3082, 5753, 652, 6709, 561, 4646, 262, 2597, 286, 262, 2056, 290, 262, 1230, 13]"
14,0,"{'text': ""If everyone were forced to vote, we would have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[13, 4], [13, 0], [11, 0], [10, 0], [12, 4], [13, 2], [13, 8], [12, 0], [13, 6], [10, 8], [12, 6], [11, 8], [12, 8], [12, 2], [11, 6]]","[1532, 2506, 547, 4137, 284, 3015, 11, 356, 561, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
14,1,"{'text': ""If compulsory voting was a crisis of democracy, then let's have a referendum on whether or not we should have a referendum on whether or not it would be better to have a referendum on whether or not...""}","[1, 3, 5, 7, 9]","[[12, 1], [11, 1], [13, 1], [11, 9], [13, 7], [12, 3], [12, 7], [9, 1], [10, 1], [13, 5], [10, 5], [13, 9], [11, 5], [13, 3], [12, 5]]","[1532, 31967, 6709, 373, 257, 4902, 286, 7996, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 356, 815, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 986]"
14,2,{'text': 'This is a system that does not work. It is a system that is dangerous to the rule of law. And it is a system that gives a huge advantage to the wealthy and powerful.'},"[0, 2, 4, 6, 8]","[[13, 8], [10, 2], [13, 6], [13, 0], [13, 2], [12, 2], [8, 2], [11, 0], [13, 4], [12, 6], [11, 4], [11, 6], [12, 8], [11, 8], [11, 2]]","[1212, 318, 257, 1080, 326, 857, 407, 670, 13, 632, 318, 257, 1080, 326, 318, 4923, 284, 262, 3896, 286, 1099, 13, 843, 340, 318, 257, 1080, 326, 3607, 257, 3236, 4621, 284, 262, 11574, 290, 3665, 13]"
14,3,"{'text': ""1) Compulsory voting would be a great way to make it more difficult for people to vote. But if it's not a problem, then why not introduce it?""}","[1, 3, 5, 7, 9]","[[13, 3], [13, 7], [12, 3], [12, 9], [12, 5], [13, 9], [11, 3], [12, 1], [11, 7], [11, 9], [13, 1], [10, 5], [10, 3], [10, 7], [12, 7]]","[16, 8, 3082, 5753, 652, 6709, 561, 307, 257, 1049, 835, 284, 787, 340, 517, 2408, 329, 661, 284, 3015, 13, 887, 611, 340, 338, 407, 257, 1917, 11, 788, 1521, 407, 10400, 340, 30]"
14,4,"{'text': 'To get rid of the electoral college, it would have to be replaced by a new system, which would require everyone to cast a ballot and would be far more democratic.'}","[0, 2, 4, 6, 8]","[[13, 4], [13, 6], [10, 4], [9, 4], [12, 0], [12, 6], [12, 2], [12, 4], [13, 2], [12, 8], [11, 4], [13, 8], [8, 4], [13, 0], [11, 6]]","[2514, 651, 5755, 286, 262, 13901, 4152, 11, 340, 561, 423, 284, 307, 6928, 416, 257, 649, 1080, 11, 543, 561, 2421, 2506, 284, 3350, 257, 11100, 290, 561, 307, 1290, 517, 10518, 13]"
14,5,"{'text': ""If compulsory voting was a problem of democracy, then let's have a referendum on whether or not we should have a referendum on whether or not it would be better to have a referendum on whether or not...""}","[1, 3, 5, 7, 9]","[[12, 9], [13, 5], [13, 3], [12, 3], [13, 7], [11, 1], [11, 3], [12, 5], [11, 5], [13, 9], [13, 1], [12, 1], [10, 3], [11, 7], [9, 7]]","[1532, 31967, 6709, 373, 257, 1917, 286, 7996, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 356, 815, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 986]"
14,6,"{'text': ""If everyone were forced to vote, we'd have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[13, 2], [13, 6], [12, 0], [12, 2], [10, 6], [13, 0], [12, 6], [13, 8], [10, 4], [12, 8], [12, 4], [11, 0], [11, 8], [11, 6], [9, 6]]","[1532, 2506, 547, 4137, 284, 3015, 11, 356, 1549, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
14,7,{'text': '4) It would be better to have a referendum on whether or not it would be better to have a referendum on whether or not it would be better to have a referendum on whether or not it would...'},"[1, 3, 5, 7, 9]","[[13, 1], [12, 1], [11, 7], [13, 7], [12, 9], [13, 3], [11, 9], [12, 7], [10, 7], [13, 9], [12, 5], [11, 3], [12, 3], [10, 1], [13, 5]]","[19, 8, 632, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 986]"
14,8,"{'text': ""If everyone were forced to vote, we would have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[13, 4], [13, 8], [12, 8], [11, 8], [13, 2], [12, 2], [13, 6], [11, 2], [10, 8], [9, 8], [10, 2], [12, 0], [11, 6], [13, 0], [12, 6]]","[1532, 2506, 547, 4137, 284, 3015, 11, 356, 561, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
14,9,"{'text': ""1) If compulsory voting is a problem of democracy, then let's have a referendum on whether or not we should have a referendum on whether or not it would be better to have a referendum on whether...""}","[1, 3, 5, 7, 9]","[[11, 9], [10, 9], [12, 9], [13, 9], [9, 9], [13, 1], [11, 7], [13, 7], [13, 5], [12, 5], [11, 3], [12, 1], [11, 5], [13, 3], [12, 7]]","[16, 8, 1002, 31967, 6709, 318, 257, 1917, 286, 7996, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 356, 815, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 986]"
15,0,"{'text': ""If everyone were forced to vote, we'd have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[14, 0], [14, 6], [12, 6], [14, 2], [13, 0], [13, 6], [10, 0], [12, 0], [14, 4], [14, 8], [13, 8], [11, 0], [12, 4], [13, 2], [13, 4]]","[1532, 2506, 547, 4137, 284, 3015, 11, 356, 1549, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
15,1,"{'text': ""If compulsory voting was a problem of democracy, then let's have a referendum on whether or not we should have a referendum on whether or not it would be better to have a referendum on whether or not...""}","[1, 3, 5, 7, 9]","[[13, 1], [12, 1], [14, 1], [14, 5], [13, 7], [14, 9], [14, 7], [14, 3], [11, 9], [10, 1], [12, 3], [11, 1], [13, 5], [13, 3], [13, 9]]","[1532, 31967, 6709, 373, 257, 1917, 286, 7996, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 356, 815, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 986]"
15,2,"{'text': ""If you're opposed to compulsory voting, why not get rid of the Electoral College? If the upper-class and well-connected aren't allowed to vote, why should the poor and disenfranchised?""}","[0, 2, 4, 6, 8]","[[14, 2], [13, 0], [13, 6], [14, 4], [13, 4], [13, 2], [11, 8], [12, 6], [14, 8], [11, 2], [12, 2], [14, 0], [8, 2], [10, 2], [14, 6]]","[1532, 345, 821, 6886, 284, 31967, 6709, 11, 1521, 407, 651, 5755, 286, 262, 27557, 5535, 30, 1002, 262, 6727, 12, 4871, 290, 880, 12, 15236, 3588, 470, 3142, 284, 3015, 11, 1521, 815, 262, 3595, 290, 41307, 1417, 30]"
15,3,"{'text': ""If compulsory voting was a problem of democracy, then let's have a referendum on whether or not we should have a referendum on whether or not it would be better to have a referendum on whether or not...""}","[1, 3, 5, 7, 9]","[[14, 5], [13, 9], [13, 3], [14, 3], [12, 3], [14, 9], [13, 7], [12, 5], [13, 1], [14, 7], [14, 1], [10, 3], [12, 9], [11, 9], [12, 7]]","[1532, 31967, 6709, 373, 257, 1917, 286, 7996, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 356, 815, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 986]"
15,4,"{'text': ""If everyone were required to vote, we'd have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[14, 4], [14, 8], [13, 8], [11, 4], [13, 4], [14, 6], [12, 6], [12, 4], [13, 2], [13, 0], [9, 4], [14, 2], [12, 0], [14, 0], [12, 8]]","[1532, 2506, 547, 2672, 284, 3015, 11, 356, 1549, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
15,5,"{'text': ""1) If compulsory voting is a crisis of democracy, then let's have a referendum on whether or not we should have a referendum on whether or not it would be better to have a referendum on whether...""}","[1, 3, 5, 7, 9]","[[13, 5], [14, 5], [14, 7], [13, 9], [12, 5], [14, 1], [11, 5], [14, 9], [9, 7], [12, 1], [11, 1], [14, 3], [11, 3], [12, 3], [13, 1]]","[16, 8, 1002, 31967, 6709, 318, 257, 4902, 286, 7996, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 356, 815, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 986]"
15,6,"{'text': ""If everyone were forced to vote, we'd have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[10, 6], [13, 6], [13, 2], [14, 8], [14, 6], [14, 2], [11, 6], [14, 4], [14, 0], [12, 6], [12, 4], [12, 8], [11, 0], [12, 2], [10, 4]]","[1532, 2506, 547, 4137, 284, 3015, 11, 356, 1549, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
15,7,"{'text': 'If we remove the power of the government and the role of the media, then there will be less of a need for elections.'}","[1, 3, 5, 7, 9]","[[11, 3], [14, 7], [13, 9], [12, 9], [14, 9], [14, 1], [13, 7], [14, 5], [13, 5], [12, 7], [12, 1], [13, 3], [10, 7], [12, 3], [10, 1]]","[1532, 356, 4781, 262, 1176, 286, 262, 1230, 290, 262, 2597, 286, 262, 2056, 11, 788, 612, 481, 307, 1342, 286, 257, 761, 329, 7024, 13]"
15,8,"{'text': ""If every citizen were forced to vote, we would have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[14, 2], [13, 6], [14, 8], [13, 4], [13, 2], [13, 8], [14, 6], [10, 8], [12, 0], [14, 4], [14, 0], [9, 8], [12, 6], [12, 8], [11, 8]]","[1532, 790, 9511, 547, 4137, 284, 3015, 11, 356, 561, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
15,9,"{'text': ""1) If compulsory voting was a problem, then let's have a referendum on whether or not it would be better to have a referendum on whether or not it would be better to have a referendum on...""}","[1, 3, 5, 7, 9]","[[14, 5], [13, 3], [14, 9], [13, 7], [13, 9], [14, 7], [14, 3], [12, 9], [13, 1], [11, 9], [14, 1], [12, 5], [9, 9], [13, 5], [12, 7]]","[16, 8, 1002, 31967, 6709, 373, 257, 1917, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 986]"
16,0,"{'text': ""If every citizen were forced to vote, we would have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[15, 8], [14, 0], [14, 8], [13, 6], [15, 4], [15, 0], [13, 8], [12, 0], [13, 0], [15, 6], [14, 4], [14, 6], [15, 2], [12, 6], [13, 2]]","[1532, 790, 9511, 547, 4137, 284, 3015, 11, 356, 561, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
16,1,"{'text': ""1) If compulsory voting was a crisis of democracy, then let's have a referendum on whether or not we should have a referendum on whether or not it would be better to have a referendum on whether...""}","[1, 3, 5, 7, 9]","[[14, 9], [13, 7], [15, 1], [15, 5], [15, 7], [11, 1], [14, 1], [14, 3], [12, 1], [15, 9], [13, 5], [12, 3], [14, 5], [15, 3], [10, 1]]","[16, 8, 1002, 31967, 6709, 373, 257, 4902, 286, 7996, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 356, 815, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 986]"
16,2,"{'text': ""If everyone were made to vote, we'd have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[15, 2], [14, 2], [15, 0], [15, 8], [11, 8], [15, 4], [15, 6], [14, 8], [14, 0], [12, 2], [13, 4], [13, 2], [14, 4], [14, 6], [13, 6]]","[1532, 2506, 547, 925, 284, 3015, 11, 356, 1549, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
16,3,"{'text': ""1) If compulsory voting was a problem of democracy, then let's have a referendum on whether or not we should have a referendum on whether or not it would be better to have a referendum on whether...""}","[1, 3, 5, 7, 9]","[[15, 9], [15, 1], [13, 3], [13, 9], [15, 7], [14, 3], [15, 3], [14, 1], [12, 3], [13, 7], [15, 5], [14, 7], [14, 9], [13, 1], [12, 9]]","[16, 8, 1002, 31967, 6709, 373, 257, 1917, 286, 7996, 11, 788, 1309, 338, 423, 257, 11467, 319, 1771, 393, 407, 356, 815, 423, 257, 11467, 319, 1771, 393, 407, 340, 561, 307, 1365, 284, 423, 257, 11467, 319, 1771, 986]"
16,4,"{'text': ""If everyone were forced to vote, we wouldn't have an entirely different political system. In other words, it would be the exact opposite of what we have now. Let's discuss compulsory voting!""}","[0, 2, 4, 6, 8]","[[15, 8], [13, 8], [15, 4], [11, 4], [14, 4], [13, 4], [14, 6], [13, 0], [14, 2], [12, 6], [14, 0], [15, 2], [12, 4], [15, 0], [15, 6]]","[1532, 2506, 547, 4137, 284, 3015, 11, 356, 3636, 470, 423, 281, 5000, 1180, 1964, 1080, 13, 554, 584, 2456, 11, 340, 561, 307, 262, 2748, 6697, 286, 644, 356, 423, 783, 13, 3914, 338, 2112, 31967, 6709, 0]"
16,5,"{'text': '1) More or less everyone agrees that people should be able to vote, but there is no consensus on how to do this.'}","[1, 3, 5, 7, 9]","[[14, 7], [11, 5], [14, 1], [11, 1], [15, 5], [12, 5], [13, 1], [15, 1], [14, 3], [15, 3], [15, 9], [14, 5], [13, 5], [12, 3], [15, 7]]","[16, 8, 3125, 393, 1342, 2506, 14386, 326, 661, 815, 307, 1498, 284, 3015, 11, 475, 612, 318, 645, 11529, 319, 703, 284, 466, 428, 13]"
16,6,"{'text': 'The truth is, the whole concept of ""mandatory voting makes no sense at all. It is a form of tyranny.'}","[0, 2, 4, 6, 8]","[[15, 2], [15, 8], [15, 6], [14, 2], [14, 4], [14, 6], [14, 0], [15, 4], [14, 8], [15, 0], [11, 0], [13, 6], [11, 6], [13, 2], [12, 6]]","[464, 3872, 318, 11, 262, 2187, 3721, 286, 366, 22249, 2870, 6709, 1838, 645, 2565, 379, 477, 13, 632, 318, 257, 1296, 286, 29977, 13]"
16,7,{'text': '4) Compulsory voting would reduce the role of the government and the role of the media and the government and the media and the government and the media and the government and the media and the government...'},"[1, 3, 5, 7, 9]","[[12, 7], [15, 7], [14, 5], [13, 7], [14, 7], [15, 3], [15, 1], [13, 5], [15, 5], [12, 1], [15, 9], [12, 3], [13, 9], [14, 9], [14, 1]]","[19, 8, 3082, 5753, 652, 6709, 561, 4646, 262, 2597, 286, 262, 1230, 290, 262, 2597, 286, 262, 2056, 290, 262, 1230, 290, 262, 2056, 290, 262, 1230, 290, 262, 2056, 290, 262, 1230, 290, 262, 2056, 290, 262, 1230, 986]"
